[2024-09-01T08:21:16.041+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-09-01T08:21:16.086+0000] {taskinstance.py:2603} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: nyc_airbnb_etl.log_results manual__2024-09-01T08:20:52+00:00 [queued]>
[2024-09-01T08:21:16.105+0000] {taskinstance.py:2603} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: nyc_airbnb_etl.log_results manual__2024-09-01T08:20:52+00:00 [queued]>
[2024-09-01T08:21:16.106+0000] {taskinstance.py:2856} INFO - Starting attempt 1 of 1
[2024-09-01T08:21:16.131+0000] {taskinstance.py:2879} INFO - Executing <Task(PythonOperator): log_results> on 2024-09-01 08:20:52+00:00
[2024-09-01T08:21:16.148+0000] {warnings.py:112} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70: DeprecationWarning: This process (pid=153) is multi-threaded, use of fork() may lead to deadlocks in the child.
  pid = os.fork()

[2024-09-01T08:21:16.151+0000] {standard_task_runner.py:72} INFO - Started process 155 to run task
[2024-09-01T08:21:16.151+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'nyc_airbnb_etl', 'log_results', 'manual__2024-09-01T08:20:52+00:00', '--job-id', '189', '--raw', '--subdir', 'DAGS_FOLDER/nyc_airbnb_etl.py', '--cfg-path', '/tmp/tmpxzcoep8h']
[2024-09-01T08:21:16.153+0000] {standard_task_runner.py:105} INFO - Job 189: Subtask log_results
[2024-09-01T08:21:16.276+0000] {task_command.py:467} INFO - Running <TaskInstance: nyc_airbnb_etl.log_results manual__2024-09-01T08:20:52+00:00 [running]> on host 74484b69fff1
[2024-09-01T08:21:16.461+0000] {taskinstance.py:3122} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='nyc_airbnb_etl' AIRFLOW_CTX_TASK_ID='log_results' AIRFLOW_CTX_EXECUTION_DATE='2024-09-01T08:20:52+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-09-01T08:20:52+00:00'
[2024-09-01T08:21:16.462+0000] {logging_mixin.py:190} INFO - Task instance is in running state
[2024-09-01T08:21:16.463+0000] {logging_mixin.py:190} INFO -  Previous state of the Task instance: queued
[2024-09-01T08:21:16.463+0000] {logging_mixin.py:190} INFO - Current task name:log_results state:running start_date:2024-09-01 08:21:16.087694+00:00
[2024-09-01T08:21:16.464+0000] {logging_mixin.py:190} INFO - Dag name:nyc_airbnb_etl and current dag run status:running
[2024-09-01T08:21:16.464+0000] {taskinstance.py:731} INFO - ::endgroup::
[2024-09-01T08:21:16.475+0000] {base.py:84} INFO - Retrieving connection 'test-connection'
[2024-09-01T08:21:16.479+0000] {sql.py:509} INFO - Running statement: SELECT * FROM information_schema.tables, parameters: None
[2024-09-01T08:21:16.499+0000] {sql.py:518} INFO - Rows affected: 243
[2024-09-01T08:21:16.501+0000] {logging_mixin.py:190} INFO - ('***_etl', 'public', 'airbnb_listings', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.509+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_config', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:21:16.509+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_shmem_allocations', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:21:16.510+0000] {logging_mixin.py:190} INFO - ('***_etl', 'public', 'ab_user', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.511+0000] {logging_mixin.py:190} INFO - ('***_etl', 'public', 'ab_register_user', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.511+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_prepared_statements', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:21:16.511+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_largeobject', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.512+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_user_mapping', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.512+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_stat_progress_vacuum', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:21:16.513+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_replication_origin_status', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:21:16.513+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_subscription', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.514+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_attribute', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.514+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_proc', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.515+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_class', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.515+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_attrdef', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.516+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_constraint', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.516+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_inherits', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.517+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_index', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.517+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_operator', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.518+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_opfamily', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.518+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_opclass', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.519+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_am', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.519+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_amop', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.520+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_amproc', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.520+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_language', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.520+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_largeobject_metadata', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.521+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_aggregate', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.521+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_statistic_ext', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.522+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_rewrite', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.522+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_trigger', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.523+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_event_trigger', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.523+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_description', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.524+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_cast', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.524+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_stat_progress_cluster', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:21:16.524+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_stat_progress_create_index', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:21:16.525+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_stat_progress_basebackup', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:21:16.525+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_user_mappings', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:21:16.526+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_enum', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.526+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_namespace', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.527+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_conversion', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.527+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_depend', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.528+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_database', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.528+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_db_role_setting', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.529+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_tablespace', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.529+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_auth_members', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.530+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_shdepend', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.530+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_shdescription', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.531+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_ts_config', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.531+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_ts_config_map', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.532+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_ts_dict', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.532+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_ts_parser', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.532+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_ts_template', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.533+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_extension', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.533+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_foreign_data_wrapper', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.534+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_foreign_server', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.534+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_policy', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.535+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_replication_origin', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.535+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_default_acl', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.536+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_init_privs', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.536+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_seclabel', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.537+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_shseclabel', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.537+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_collation', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.538+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_partitioned_table', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.538+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_range', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.538+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_transform', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.539+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_sequence', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.540+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_publication', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.540+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_publication_rel', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.541+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_subscription_rel', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.541+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_group', 'VIEW', None, None, None, None, None, 'YES', 'NO', None)
[2024-09-01T08:21:16.542+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_user', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:21:16.542+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_policies', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:21:16.542+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_rules', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:21:16.543+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_views', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:21:16.543+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_tables', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:21:16.544+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_matviews', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:21:16.544+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_indexes', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:21:16.545+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_sequences', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:21:16.545+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_stats', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:21:16.546+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_stats_ext', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:21:16.546+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_publication_tables', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:21:16.547+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_locks', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:21:16.547+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_cursors', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:21:16.548+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_available_extensions', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:21:16.548+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_available_extension_versions', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:21:16.549+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_prepared_xacts', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:21:16.550+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_seclabels', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:21:16.550+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_statio_user_tables', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:21:16.551+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_stat_all_indexes', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:21:16.551+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_timezone_abbrevs', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:21:16.552+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_timezone_names', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:21:16.552+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_stat_sys_indexes', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:21:16.553+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_stat_all_tables', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:21:16.553+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_stat_xact_all_tables', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:21:16.553+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_stat_sys_tables', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:21:16.554+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_stat_xact_sys_tables', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:21:16.554+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_stat_user_tables', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:21:16.555+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_stat_xact_user_tables', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:21:16.555+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_statio_all_tables', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2024-09-01T08:21:16.556+0000] {logging_mixin.py:190} INFO - ('***_etl', 'pg_catalog', 'pg_statio_sys_tables', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
